Id,Fecha,Tweet,Usuario,Clasificación
3422,6/15/2022,"#15Jun || El gerente de #Tesla en Singapur, Christopher Bousigues, fue despedido. Elon Musk inició despidos masivos. https://t.co/Cozl5LyJtO",adultojovenfm,Negativo
3454,6/15/2022,"Es el fin del mundo tal como lo conocemos y me siento bien.
 VALORES. CRIPTOMONEDA. BIENES RAÍCES.
Elon Musk. https://t.co/rzCZKxQUeY",elviscabralesr1,Neutro
3456,6/15/2022,"Este año he mejorado mi hábito de lectura  raising_hands  y estoy aún más motivada con estos autores que tienen toda mi admiración  large_orange_diamond  
Jordan Belfort, Elon Musk, Adam Grant https://t.co/DHQlnmyPsP",mairuth_,Positivo
3462,6/15/2022,"Otro Peg... que dia tan bueno para que pasara...

Ya solo nos falta un twit de Elon Musk para irnos a cero definitivamente https://t.co/U3ZBu8In3q",culturatrading,Negativo
3126,6/13/2022,starlink el internet desarrollado por spacex de elon musk podría llegar a los cruceros de la mano de la compañía royal caribbean aunque necesita permisos,biespana,Neutro
3132,6/12/2022,starlink internet satelital de elon musk duplica sus clientes en chile en seis meses el futuro dueño de twitter crea un internet abc1,mundotwvirtual2,Positivo
3194,6/15/2022,"Elon Musk dijo que se inclina a apoyar al gobernador de #Florida, , en las próximas elecciones presidenciales. 

https://t.co/dRzIpfw0mP

Por ",ElAmerican_,Neutro
3208,6/15/2022," No tienes idea rueditas, tus amos dueños de la Reserva Federal y los bancos centrales, llevan más de un siglo con su estafa del patrón de las moneda que genera deuda, saqueando a la humanidad con la USURA. Agradezcan a Elon Musk que hoy pueden leer lo siguiente backhand_index_pointing_down  https://t.co/ScDcMPYsis",UnoDelMonton321,Positivo
3228,6/15/2022,Hoy se me cayó medio porro cuando iba en bici y dije igual no lo puedo juntar pq voy a llegar tarde y lo dejé ahí como si fuera la mujer de elon Musk,lafiopiccolo,Neutro
3248,6/15/2022,"Twitter aseguró que ""está comprometido:en la transacción con Elon Musk https://t.co/DzbBkAEmKY",pagina12,Positivo
3268,6/15/2022,"Elon Musk confiesa que votó por Mayra Flores y que prefiere a DeSantis para el 2024

https://t.co/GtUOEaGXTB

#ElonMusk #RonDeSantis #MayraFlores https://t.co/Y1OHPXMs43",liberal_diario,Neutro
3269,6/15/2022,Señor! Musk una pregunta ?…. por que tu nombre es taboo en Twitter?,Papo_SFC_RET,Neutro
3271,6/15/2022,  quizás el me denunció y por eso el tuiter de Elon Musk me cerró el micro. Cuanta democracia,ClauLiberat,Neutro
3275,6/15/2022,   Con la malabarriga que le tienen los demo's y los boris a Elon Musk dudo que le den ni un centavo en excepción contributiva.,tmcrpr,Neutro
3285,6/15/2022,"Leonel Messi 
Rafa Nadal 
Javier:Chicharito” Hernández 
Kai Havertz 
Mohamed Salah 
Sergio Agüero
Kevin De Bruyne
Morgan Freeman 
Tom Holland 
Liam Neeson 
Chris Evans 
Chris Pratt 
Elon Musk 

Todos ellos y más tienen algo en común … cumplen el mismo mes que yo 

J U N I O  mending_heart  https://t.co/VYkYdgz1bL",panderuby48,Neutro
3295,6/15/2022,"  pero no a trump, pero bueno no importa sabes porque? porque a elon musk esa elite perversa de soros, bill gates y compañia le tienen miedo, por eso me gusta.",juancar27172435,Positivo
3310,6/15/2022, bomb  Elon Musk abre el primer túnel subterráneo para aliviar el tráfico en Los Ángeles... https://t.co/eUxOHDY1TO,Paco_Maguire,Positivo
3316,6/15/2022,Elon Musk y trabajadores de Twitter se reunirán para aclarar dudas sobre la venta (nota de Andrés Zimbrón en NotiPress) https://t.co/YCP7eomtTu via  https://t.co/llQcAQHCVV,perfildehugo,Neutro
3321,6/15/2022,#15Jun | Elon Musk inició despidos masivos en Tesla y comenzó por un gerente https://t.co/6cNtUWOJQP,ElNacionalWeb,Negativo
3130,6/12/2022,según el último informe de forbes las 3 personas más acaudaladas 1 elon musk posee a la compañía tesla spacex y starlink 2 richard branson posee a virgin group y a virgin atlantic airways 3 amelia calzadilla posee una lámpara de una tienda mlc y uñas acrílicas,traigolaultima2,Neutro
3131,6/12/2022,starlink internet satelital de elon musk duplica sus clientes en chile en seis meses sigue leyendo más #noticias en #innoticias #starlink #internet #satelital por,inoticias cl,Neutro
3134,6/12/2022,república dominicana está en la lista para contar con starlink el internet satelital de elon musk la compañía solicitó una concesión por parte del instituto dominicano de las telecomunicaciones para trabajar en el país posteriormente,lasnotidom,Neutro
3137,6/12/2022,ya nos dirás que tal si no hay limitación de ubicación y te mueves muchos seguro que está genial y sino hay cobertura fibra o móvil más aunque dependes de starlink que no se le crucen los cables a elon,carrero,Neutro
3142,6/12/2022,el sistema de internet satelital starlink de elon musk se ha convertido en una línea de vida inesperada para ucrania durante la guerra frustrando los esfuerzos de rusia para separar al país de europa del este del mundo exterior,maxmad21710339,Positivo
3143,6/12/2022,república dominicana será el próximo país de latinoamérica en contar con el internet de elon musk la oferta en rd es de 200 mbps de bajada y 100 mbps de subida por 99 dólares,armando polanco,Positivo
3145,6/15/2022,Dalas creyéndose que está hablando con Elon Musk: https://t.co/PDwPdRnC7H https://t.co/2NQgxJ9bbK,OscarC_25,Neutro
3146,6/15/2022,":bomb :Cuando algo es lo suficientemente importante, lo haces incluso cuando las posibilidades no están en tu favor.” – Elon Musk (1971-actualidad)""",_newspaperboys_,Positivo
3150,6/15/2022,"""Elon Musk: La civilización va camino de desmoronarse""
#Japalpilpa
https://t.co/kuNbYeSyeq",vilpetrus,Neutro
3151,6/15/2022,Elon Musk escribió en Twitter que se inclinaba por votar por el gobernador Ron DeSantis en la carrera presidencial republicana de 2024. https://t.co/6ApoX0x7nd,El_Sentinel,Neutro
3152,6/15/2022,"NO0O00OO0OO0O0 QUÉ HACES TENIENDO HIJOS, ELON MUSK!?!? DEBERÍAS ESTAR USANDO TU DINERO PARA HACERME INMORTAL!!1! https://t.co/ONdw4dEKd1 https://t.co/e2DxnezcGc",DarthWeeb66,Neutro
3155,6/15/2022, Culpa do Elon Musk.,otaldotonin,Negativo
3156,6/15/2022," Es un gran idiota, Tesla perdió el 45% de su capitalización de mercado desde el pico.

 Elon Musk perdió casi la mitad de su riqueza en el colapso de las acciones, incluida su inversión en bitcoins, que se desplomó un 66 %.",Jule_Hune,Negativo
3159,6/15/2022,"Twitter sigue contando con su adquisición por parte de Elon Musk

https://t.co/VPZVtgrRcs https://t.co/Lp1hmirjwl",Milenio,Neutro
3160,6/15/2022,De Stephen Hawking a Elon Musk: por qué la IA cada vez genera mayor preocupación entre los expertos https://t.co/Zh4BkG4eas,ZeRoMMX,Neutro
3161,6/15/2022,"#Tecnologia - Elon Musk aprueba despidos masivos en Tesla

#15Jun 
#ElonMusk 
#Tesla 
#PortaldeNoticias 

https://t.co/xHe5iINGLZ",minutotecno,Negativo
3162,6/15/2022," Talvez todo el tiempo que hablo de un hombre poderoso, se refería a Elon Musk !?  woman_shrugging ",OvalleJorge,Positivo
3163,6/15/2022,"    Conoces a Bill Gates, a Carlos Slim, a Elon Musk ?
Pregúnteles si ya no necesitan más plata  person_shrugging  person_facepalming  woozy_face ",jgamez927,Negativo
3167,6/15/2022,"#EconomíaHOY Cuántos miles de millones de dólares perdieron Elon Musk, Jeff Bezos y Mark Zuckerberg https://t.co/mljvFFqkac 

#Millones #Dólares #Pérdidas #ElonMusk #JeffBezos #MarkZuckerberg #PeriódicoHOY #ElHOY #HOYDigital #GuardianesDeLaVerdad",PeriodicoHoy,Negativo
3172,6/15/2022, eee piro soy amigo de elon musk,oyeeeromer,Positivo
3173,6/15/2022,"#DeInnovación Algunos analistas han visto los cuestionamientos de Musk a Twitter como un medio para poner fin al proceso de compra o como método de presión hacia Twitter para bajar el precio.

https://t.co/8Wpo8y6QpU",elsalvador,Neutro
3175,6/15/2022,"Wey, tumbaron la cuenta de  :( cuántos más, Elon Musk?",SandraMolko,Neutro
3188,6/15/2022," Parece pura manipulación 
Como la de SHIB 
Al momento DOGE lo único que tiene es Elon Musk 

Si manipulan la moneda tanto como para llevarla a 1$ 

Creo que su caída sería tan rápida como su subida…",MarcoCalcagnoX,Neutro
3191,6/15/2022,"El empresario solía usar Twitter para especular y eso movía el precio sus acciones.
https://t.co/edTDJ6MG0W",BusInsiderMX,Negativo
3195,6/15/2022, Llegas a la luna más rápido que con el cohete de Elon Musk.,Anibalfilms,Positivo
3515,6/15/2022, comet   El Hyperloop de Elon Musk es posible. ¿Qué tanto lo queremos? https://t.co/1w1CZiTGAp,DonSinoptico,Positivo
3536,6/15/2022,"Elon Musk en estado puro: ""Lucid y Rivian se dirigen a la bancarrota:https://t.co/5FLZtLJsJC",hyecom,Neutro
3542,6/15/2022,"Fortunas bajo presión: cuántos miles de millones de dólares perdieron Elon Musk, Jeff Bezos y Mark Zuckerberg en lo que va del año - Infobae https://t.co/TQqgjZUepF",BTacuche,Neutro
3571,6/15/2022,"Elon Musk generó un debate por el #HomeOffice, al obligar a los trabajadores de Tesla a retomar la presencialidad. Según una encuesta de Forbes, la mayoría de los multimillonarios piensan igual que él.

https://t.co/zGfVxsPFev https://t.co/8y6gzHY3aF",forbesecuador,Neutro
3648,6/15/2022,"       Y sigue q xokas, ibai, auron y elon musk. Este me jugaría un dedo a que es elxokas de verdad.",xtoloo,Neutro
3656,6/15/2022,"El multimillonario y CEO de Tesla,  mencionó hace algunos días en una reunión que tiene en mente a otros países de Norteamérica para albergar una nueva fábrica de productos Tesla, siendo México o Canadá las principales opciones.  https://t.co/GQhfD8lIq0",diario24horas,Neutro
3664,6/15/2022,Elon Musk se reunirá el jueves por primera vez con los empleados de Twitter https://t.co/KYK0zSPgg6 vía ,ERomanat,Neutro
3676,6/15/2022,Elon Musk comprando Twitter https://t.co/zXf49dP6IR,Mivadeth93,Neutro
3693,6/15/2022, Elon Musk me come la huevera,follajemanchego,Negativo
3697,6/15/2022,En ForoCochesEléctricos: Elon Musk opina sobre Rivian y Lucid: «Van directos a la bancarrota» https://t.co/eFXYblR5E4,javiercostas,Neutro
3720,6/15/2022,"La beta V.11 de Tesla FSD se lanzará a gran escala en el verano de 2022 según Elon Musk. Actualmente, los probadores de la versión beta están esperando el lanzamiento de la versión 10.13 de FSD. https://t.co/iPhYZubaPu",GhostCoreTech,Neutro
3724,6/15/2022,"El empresario dice que en este momento no tiene casa, y que no gasta sus millones en cosas personales. ¿Entonces dónde y cómo duerme? https://t.co/vGM91PThjn",GQMexico,Neutro
3725,6/15/2022," Por eso aplaudo a Elon Musk y su defensa de la ""free speech""...  clapping_hands  clapping_hands ",Rossydubito,Positivo
3726,6/15/2022,Enserio como odio al pendejazo de elon musk,javiergars28,Negativo
3727,6/15/2022,"   Lo peor es cuando hay gente de clase obrera que te dice es que tú no sabes qué condiciones tienen, viven como reyes, acto seguido hacen una oda a Amancio Ortega o Elon Musk, se apuñala muy poco.",curry_32,Neutro
3731,6/15/2022,Me caga el elon musk.,Bernandolo,Negativo
3735,6/15/2022,"Por qué Elon Musk está obsesionado con los bots de Twitter, ¿tan importantes son?. https://t.co/aUagF8idav https://t.co/5KcDmEoJeR",MaceaOfficial,Neutro
3738,6/15/2022, bomb  Elon Musk abre el primer túnel subterráneo para aliviar el tráfico en Los Ángeles... https://t.co/Xn8sXBDVtv,SonandoEnAlto,Neutro
3741,6/15/2022,"La Starship de SpaceX estará lista para volar en julio, dice Elon Musk: una segunda nave llegará en agosto y hará despegues cada mes https://t.co/VREckt8ojx",InsomnioHostel,Positivo
3742,6/15/2022,https://t.co/SHqdpbxsro : b1326fcb-598a-4f45-9c83-4e2366ddf491,test5f1798,Neutro
3744,6/15/2022,"Para entrar al top 15 de las personalidades más jóvenes de la historia en ser multimillonarios, amasando una fortuna de 279,000 millones de dólares, aproximadamente, #Musk se ha valido de su privilegiado intelecto.

https://t.co/UhJMRPfJ03",ElAmerican_,Positivo
3746,6/15/2022, Ahora el párroco es Elon Musk,ElArielPues,Negativo
3748,6/15/2022,Me cago en Elon Musk,batman_mota,Negativo
3754,6/15/2022,Elon Musk participará en la reunión general de empleados de Twitter https://t.co/lfRN3fE66j,avacapital,Neutro
3756,6/15/2022,"Cada vez que veo un Tesla en la calle, no puedo evitar pensar: con todo su dinero, Elon Musk ¿no ha oído hablar de los carroceros y diseñadores italianos? Sin acritud,,¿eh?  face_with_monocle ",ValentinSamaLA,Negativo
3758,6/15/2022, No que decían que Elon Musk Era la personificación de la libertad de expresión. Otro Globalista mas burlándose  y protegiendo a Las FARMACEUTICAS.,Sonia53335483,Negativo
3760,6/15/2022,aaa te odio elon musk pero si me dieras plata lo pensaría,kairiIover,Negativo
3761,6/15/2022, Algun dia yo sere igual de millonario que tu elon musk??,TOOL_A_GAMES,Positivo
3762,6/15/2022,Elon Musk se reunirá este jueves por primera vez con los empleados de Twitter https://t.co/UVbbSTtkZU a través de ,cultrun,Neutro
3764,6/15/2022,   Prestame la mina esclavista del padre de Elon Musk y ya sí que no será mi culpa,Cabezapo69,Neutro
3765,6/15/2022,"Después del hijo de Elon Musk siento que no puedes hacerlo peor. 
Pero porfavor, que sea lindo. Ya ni hace falta que sea original. 
Te tengo fe Rihanna, no me decepciones.",captor_z,Neutro
3766,6/15/2022,Ahora siempre que nombran a Elon Musk mi mente ve https://t.co/uXne6H5hAX,ese_fat,Neutro
3771,6/15/2022, collision  El Hyperloop de Elon Musk es posible. ¿Qué tanto lo queremos? https://t.co/D6J7zaEAyT,EntidadDigital,Neutro
3777,6/15/2022, te voy a acusar con elon musk,anapaumendozza,Neutro
3783,6/15/2022,Desde que Elon Musk tiene Twitter no se q pasa…,chrismartipr,Neutro
3785,6/15/2022,"Sí, claro...

Es que Trump, Putin, Viktor Orban, Elon Musk, Gabriel Quadri... Son todos envros humanos adultos, súper deconstruídos y confiables. Para nada tienen poder, ni aprueban leyes antimujeres. No, señora, no. https://t.co/r5PmXe7WDZ https://t.co/AYi6aochl8",Eliza_Rain,Negativo
3788,6/15/2022,"#ElonMusk | #Twitter 

Será la primera vez que se dirija a los trabajadores desde su adquisición de la red social.

Todos los detalles aquí  right_arrow  https://t.co/XG5eV0N920",cadena_noticias,Neutro
3790,6/15/2022,"¿A México?

 se reunió con sus empleados. Ahí alguien le preguntó dónde estará la próxima fábrica de . Dijo que analiza abrirla fuera de #EstadosUnidos. Por ejemplo #Canadá o #México. ¿Qué tal?
 https://t.co/z16ByQreFF",QuintaFuerzaROO,Neutro
3791,6/15/2022,"¿A México?

 se reunió con sus empleados. Ahí alguien le preguntó dónde estará la próxima fábrica de . Dijo que analiza abrirla fuera de #EstadosUnidos. Por ejemplo #Canadá o #México. ¿Qué tal?
 https://t.co/7CQiJbcVbe",QuintaFuerzaMX,Positivo
3792,6/15/2022,"Elon Musk contra el home office: ""Ya no es aceptable""
https://t.co/if02KKpp7u",Ambitocom,Neutro
3796,6/15/2022, se parece a elon musk,juancarloespana,Neutro
3799,6/15/2022,"Cada que alguien les diga k elon musk y los ricos están salvando al planeta muéstrenles este video de un cohete de space x produciendo en promedio entre 200 y 300 toneladas de CO2 en un ratito (un humano produce aprox 340kg en un año como referencia) 

 clown_face  https://t.co/aXAn60apss",julitoaayala,Negativo
3801,6/15/2022,"Tú tíoooo,este hombre solo falta que haga un trato con Elon musk, mis muelas está haciendo demasiados sueños realidad déjame un chin que los estás acaparando https://t.co/fBHwUkcS8j",juanmglxx,Positivo
3803,6/15/2022, Chinga tu madre Elon musk,SaisYepez,Negativo
3806,6/15/2022," CHeca las respuestas a los tweets de Elon musk. Ya el tipo me esta hartando, claro que nadie quiere morir, pero si de verdad estas trabajando en eso, trabajalo en silecion.",JLudociel_16,Negativo
3808,6/15/2022, culpa do elon musk,Phgiviz,Negativo
3810,6/15/2022, é tudo culpa do elon musk ana,agasihideko,Negativo
3811,6/15/2022, collision  El Hyperloop de Elon Musk es posible. ¿Qué tanto lo queremos? https://t.co/FawubJYx1o,GiraInformativa,Neutro
3535,6/15/2022,Elon Musk cuestiona el continuo y evidente sesgo ideológico en Twitter https://t.co/7NYb6B19gx,meier_garcia,Positivo
3541,6/15/2022, crees que elon musk fue a alguna de ingeniería?,aaaa02738831,Neutro
3545,6/15/2022," poca broma me da hasta penita el absoluto pánico q le tiene este hombre a la muerte, esq q haces diciéndole a elon musk q no se centre en tener hijos y que consiga la cura de la inmortalidad  skull  skull  https://t.co/PU9MOYzY47",ndenominativo,Neutro
3578,6/15/2022, Los paramilitares fueron producto de las guerrillas y el narcotráfico pues es una problemática muy arraigada a nuestra tierra. El máximo ejecutor de un Estado es el CEO del mismo. Elon Musk no tiene idea de ciencia. ¿Ves lo irrelevante que es saber?,stonardshelby,Negativo
3612,6/15/2022,"Elon Musk reconoce a la pirolisis de #biomasa como una de las tecnologías más prometedoras para hacer frente al cambio climático 
 https://t.co/VxFF8mmolD #biocompuestos #medioambiente #sustentabilidad #tecnología https://t.co/yo7XiBgqGa",Bioeconomia_web,Positivo
3622,6/15/2022,Jonathan Van Ness tiene la respuesta perfecta para la transfobia de Elon Musk https://t.co/kqVs8ISI5j,visiblechile,Negativo
3636,6/15/2022,"  Ha pasado que se ha obsesionado con Elon Musk t le twittea todos los dias para que le noticee hablándole sobre la inmortalidad, para mi que quiere que le financie o algo JAJAJAJAJAJA",Kawaseal_,Positivo
3655,6/15/2022,"  Eso es una leyenda urbana, Elon Musk es rico de toda la vida, le viene de familia y es mucho peor que el tonto de Sergio Ramos",poketrainer_mad,Negativo
3672,6/15/2022, bomb  Elon Musk abre el primer túnel subterráneo para aliviar el tráfico en Los Ángeles... https://t.co/cQJNvpP9U7,Canal_Z_,Positivo
3700,6/15/2022, pensé que era una foto de elon musk y que lo azul era un cohete,Keyred11,Neutro
3707,6/15/2022,Jonathan Van Ness tiene la respuesta perfecta para la transfobia de Elon Musk https://t.co/04up63YZ6X https://t.co/L9dfFFYiX9,TodoLGTB,Negativo
3713,6/15/2022,Elon Musk inició despidos masivos en Tesla y comenzó por un gerente https://t.co/6cNtUX6lfp,ElNacionalWeb,Negativo
3722,6/15/2022,"  Hasta el propio Elon Musk dijo que la inmortalidad sería contraproducente porque la gente tiende a no cambiar de opinión y por ello nos quedaríamos anclados a ideas desfasadas. 

Por no hablar de la sobreproblación en el largo plazo",Antiiicristo,Positivo
3749,6/15/2022,Qué esperan los empleados de Twitter que Elon Musk les conteste en su próxima reunión https://t.co/8CPXW43U4T,LaOpinionLA,Neutro
3757,6/15/2022," Y ni eso, porque no se dice whitexican solo por tener dinero, no se odia por tener dinero, la gente no odia a elon musk, bill gates, o jeff bezos por tener dinero. Whitexican surgio como una medida de escupir para arriba por tanto tiempo de existir gente que escupe hacia abajo.",max9_k,Neutro
3763,6/15/2022, Ahorita lo compra elon musk  loudly_crying_face ,17santiagoo,Neutro
3778,6/15/2022,"Las ambiciones espaciales del multimillonario Elon Musk están cambiando la economía, demografía e incluso la geografía de un rincón de la frontera entre #EUA y #México, provocando una grieta en la comunidad. https://t.co/q6scBTCrs3",prensagrafica,Neutro
3802,6/15/2022," small_orange_diamond La prueba de fuego para dos sistemas socioeconómicos en competencia es ¿de qué lado se necesita construir un muro para evitar que la gente se escape? ¡Ese es el malo! small_orange_diamond 
Elon Musk 

Buenas noches  first_quarter_moon_face ",gucciflv,Neutro
3500,6/15/2022, La parte de Edison es correcta. Era el Elon Musk de su tiempo.,0Dmon0,Positivo
3514,6/15/2022,$TSLA y Elon Musk huelen a culo. En unos años veremos toda la manipulacion que hay detrás del valor.,frandelatorren,Negativo
3608,6/15/2022,"Abriendo el local tempranito con café,tortafritas y Jamiroquai, Nada que envidiarle a elon musk",orochirotela,Neutro
3621,6/15/2022,"  Acabo de darme cuenta que cuando BTC estuvo en 3k los 19 millones que existen por ahora representan 57mil millones de dólares, Elon Musk pudo comprarlo todo, claro, si se lo vendieran, y cuando llegó a 69k hizo un x23, será que hizo esa jugada? Al menos x15 a mil millones?",cryptomaniaco27,Neutro
3623,6/15/2022,"Fortunas bajo presión: cuántos miles de millones de dólares perdieron Elon Musk, Jeff Bezos y Mark Zuckerberg en l… https://t.co/etvnLmH0om",KIDjuan32,Neutro
3669,6/15/2022,el elon musk es un friki k m gusta,CigarroWassap,Positivo
3710,6/15/2022,Tesla’s Elon Musk no longer a $200 billion man | TESLARATI https://t.co/VO7k1fkU7T via ,michaelbathurst,Neutro
3728,6/15/2022,":maple_leaf  Elon Musk, el genio de la tecnología que trabaja sin descanso... https://t.co/WvTARo1Zx8""",genotipado,Positivo
3730,6/15/2022,"Mentira. Que estos mensajes no os adormezcan ni os atormenten. Podeis hacer mucho más, llegar más lejos.

Suena muy Mr. Wonderful, pero aquí no hablamos de cualidades innatas, NO hablamos de talento. No todos los que llegan lejos son Elon Musk.

Abro hilo. https://t.co/xfLPDmEl0V",ElCalvoDeLobat0,Positivo
3753,6/15/2022,"Los Azov no pudieron salir con ayuda de Elon Musk 
#AzovBattalion #RussianArmy https://t.co/EzlNZBjofh",carlosmontoy9,Negativo
3786,6/15/2022,#Tesla recortará parte de su plantilla de trabajadores y no aceptará el trabajo remoto https://t.co/2EPwxV8QbE+ #elonmusk #twitter #teletrabajo,Digital_Too,Negativo
3800,6/15/2022,Sabía que algo andaba mal con estas recomendaciones. Lo confirmé cuando puso el de Elon Musk https://t.co/RN5QrrWDhT,CesarAndreZzZ,Negativo
3814,6/15/2022,"AHORA  seedling | ""Son millonarios que viven desconectados de la realidad. Elon Musk es un hipócrita"", Walter Smolarek

 television  
 mobile_phone  https://t.co/6Qs2dvYqyD
#BrotesVerdes https://t.co/bhjVhwY3gj",aleberco,Negativo
3816,6/15/2022,"AHORA  seedling | ""El hecho de que Elon Musk hiciese chistes acerca de derrocar gobiernos, es un asco"", Walter Smolarek

 television  
 mobile_phone  https://t.co/6Qs2dvYqyD
#BrotesVerdes https://t.co/RyvsVIqKRY",aleberco,Negativo
3493,6/15/2022, bomb  Elon Musk abre el primer túnel subterráneo para aliviar el tráfico en Los Ángeles... https://t.co/yP5ATCfpTK,condebrocoli,Positivo
3494,6/15/2022,"Muchas veces la pobreza es fruto de malas decisiones que se tomaron por falta de información, educación; no porque Elon Musk o demás millonarios sean ricos.
De acuerdo contigo https://t.co/xYh2ATLjkN",freddyleonardo,Positivo
3501,6/15/2022, Elon musk después de irse a la quiebra,Lucas18111979,Negativo
3505,6/15/2022,"            Jajajajsjs, me encanta que Twitter esté haciendo limpieza de fachas!

Parece que la compra de Twitter por parte de Elon Musk, no os está yendo muy bien eh  face_with_tears_of_joy   rolling_on_the_floor_laughing ",DavidCastro889,Neutro
3508,6/15/2022,"  Apenas rico entre 2 y 3 palos gringos
Rico entre 5 y 10 palos verdes 
Super rico entre 10 y 20 palos
Mega rico arriba de 50 palos
BILLONARIO, lo dice el nombre.
Pero mi definición de alguien verdaderamente rico es el nivel Elon Musk",vendedor4x4,Positivo
3511,6/15/2022, Antidote====&gt; Elon Musk University  winking_face ,Frankd06830,Neutro
3513,6/15/2022,"  elon musk pago 44,000 millones por ver a juaan_kd hablar con jotauvele",NKUNKUnismo3,Positivo
3517,6/15/2022, si me dieran una moneda por la gente que bloquea dalas seria el mismísimo Elon musk,megas45654,Positivo
3523,6/15/2022,":maple_leaf  Elon Musk, el genio de la tecnología que trabaja sin descanso... https://t.co/QzWClYkei2""",Canal_Z_,Positivo
3524,6/15/2022,Elon Musk les hablará a los empleados de Twitter esta semana https://t.co/texcnyOfcn #Pisandolaraya #Dajabon #Noticias,pisandolaraya,Neutro
3531,6/15/2022," money_with_wings ¿Cuántos miles de millones de dólares perdieron Elon Musk, Jeff Bezos y Mark Zuckerberg en lo que va del 2022?

 backhand_index_pointing_right Jeff Bezos: 65.300 millones de dólares.

 backhand_index_pointing_right Mark Zuckerberg: 64.400 millones de dólares.

 backhand_index_pointing_right Elon Musk, 73.2 mil millones de dólares.

Business Insider https://t.co/01eLNpL7jB",juanpadeleo,Neutro
3532,6/15/2022,Elon Musk les hablará a los empleados de Twitter esta semana https://t.co/1FapcWhbcl,MegaDiarioRD,Neutro
3538,6/15/2022," Bill Gates pasó a ser un loquito cualquiera de la zona colonial, pero con mucho dinero.

Elon Musk lo tiene hablando con lo palo e lu",LetiC05,Neutro
3546,6/15/2022,"Si te sentis mal porque en este 2022 perdiste con las inversiones backhand_index_pointing_down 
Deberias tener en cuenta que casi todo el mundo también perdió, solo es un año dificil. Mira lo que perdieron los mas ricos de mundo money_with_wings 

Elon Musk: 73.200 mill
Jeff Bezos: 65.300 mill
Mark Zuckerberg: 64.400 mill",FedeAlonss,Neutro
3558,6/15/2022," Jajajajajajajajaja estas diciendo que Elon Musk seria un buen dirigente por su éxito empresarial? Enserio? Cuando entenderas que un territorio con diversidad de credos, culturas y lenguas no es una empresa que solo se enfoca en productividad, sino también en la parte humana?",Edgomaz,Negativo
3559,6/15/2022," Vamos a ver, cuando compras una participación de cualquier empresa es Ad eternum...hasta que cojas esa participación y la vendas. Elon  Musk si compra el 10% de TW...lo compra ad eternum hasta que lo venda...no entiendo donde esta el problema",ForeverBara2,Neutro
3562,6/15/2022,"Tesla Motors podría sufrir un recorte del 10% de su equipo de trabajo ante la posible recesión. Elon Musk lo advirtió y parece que está cumpliendo  grinning_face_with_sweat 
https://t.co/rtBduezGcc",fayerwayer,Neutro
3564,6/15/2022,Elon Musk asegura que 'Starship' estará lista para su vuelo en julio https://t.co/4UegqEvj5K,FDJenSport,Neutro
3570,6/15/2022,“El dueño de Tesla aseguró que «una plataforma no puede considerarse inclusiva o justa si está sesgada contra la mitad del país»” https://t.co/yk5piIctB6 #Tecnología  United_States  por ,PanAmPost_es,Neutro
3573,6/15/2022,"La Base Estelar de la playa de Boca Chica, en Texas, ha levantado polémica estos últimos meses, en especial por el impacto ambiental que supone, así que la compañía de Elon Musk planea un traslado de la nave estelar al Centro Espacial Kennedy de la NASA. https://t.co/eZ5p1wE3LB",NatGeoEspana,Neutro
3588,6/15/2022, Yo digo que ese Elon musk namás nos está quitando el líquido de las rodillas.,Santiag65156374,Negativo
3592,6/15/2022,seguro q la pueden hace pero no lo hacen pa vender mas aires acondicionaos elon musk https://t.co/ITvs7JIEk4,fullerofullerx,Neutro
3491,6/15/2022,"Va a ser una larga reunión, con cientos de preguntas de los trabajadores de la empresa  smiling_face_with_sunglasses 
https://t.co/flJe8FIBX9",fayerwayer,Neutro
3498,6/15/2022," Imagínate yo con vértigo, no subo ahí ni aunque me den la fortuna de Elon musk xD",Aitor___02,Positivo
3526,6/15/2022,". multimillonario señalado próximo 
Mente maestra d 
“Dije a mis padres q iba a ser algo q solo haría en verano. Nunca + volví a la escuela” para revolucionar la industria d la inteligencia artificial https://t.co/Sg3DCWc1xH",MikeBoloboski,Positivo
3551,6/15/2022,"El multimillonario y CEO de Tesla, Elon Musk, dijo que se inclina por votar por el gobernador republicano de Florida, Ron DeSantis, en las elecciones presidenciales de 2024.  https://t.co/KhaOzW4ANp",TampaHoy,Neutro
3595,6/15/2022,"Elon Musk tiene un ""mal presentimiento:y quiere reducir empleos en Tesla https://t.co/tGlYMBW7yt vía  ",melany96477799,Neutro
3601,6/15/2022,elon musk leyendo los tweets de dalas: https://t.co/HVU9NQlY1F,fentyblond,Neutro
3605,6/15/2022,"    Pues deberías investigar más, Elon Musk hizo él solo su fortuna, fundó PayPal la vendió de ahí comenzó su crecimiento, lo mismo con Jeff Bezzos",fdelgado87,Positivo
3618,6/15/2022,  ¿¿¿¿¿Dónde se compra esa mierda????? Me da igual si tengo que ir al futuro o venderle mi alma a Elon Musk pa encontrarlo,jolma02,Positivo
3624,6/15/2022,"Sr. Elon Musk, me vas a quitar la cuenta por subir clips musicales?eh?eh?eh? No, verdad? Si soy un who grimacing_face 
NO, POR FAVOR  folded_hands ",SoCreux,Neutro
3635,6/15/2022,Elon musk e viado,chapadaodenoia,Neutro
